edge_type_id target_query source_query model_template target_sections dynamics_params distance_range weight_function syn_weight weight_sigma delay
104 pop_name=='PyrA' * bg2pyr ['somatic'] BG2PN.json "[0.0, 300.0]" lognormal 0.005 0.001 2.0
105 pop_name=='PyrC' * bg2pyr ['somatic'] BG2PN.json "[0.0, 300.0]" lognormal 0.005 0.001 2.0
